"AFS_NAME","species","NAME","FUS_NAME"
"SNAPPER, VERMILION","3765","Snapper,Vermilion","Snapper, Vermilion"
"SNAPPER, YELLOWTAIL","3767","Snapper,Yellowtail","Snapper, other"
"SNAPPERS","3768","Snappers,Unc","Snapper, other"
"JOBFISH, GREEN (UKU)","3769","Snapper,Gray Or Uku (Hawaiian)","Snapper, other"
"SNAPPER, QUEEN","3770","Snapper,Queen","Snapper, other"
"SNAPPER, SCHOOLMASTER","3771","Snapper,Schoolmaster","Snapper, other"
"SNAPPER, MAHOGANY","3772","Snapper,Mahogony","Snapper, other"
"SNAPPER, VERMILION","3775","Snapper,Vermillion, Large","Snapper, Vermilion"
"SNAPPER, VERMILION","3776","Snapper,Vermillion, Medium","Snapper, Vermilion"
"SNAPPER, VERMILION","3777","Snapper,Vermillion, Small","Snapper, Vermilion"
"SNAPPER CARIBBEAN RED","3780","Snapper,Caribbean Red","Snapper, other"
"SNOOK","3790","Snook","Other marine finfishes"
"GROUPER, SNOWY","3800","Snowy Grouper","Groupers"
"SPADEFISHES","3810","Spadefish","Other marine finfishes"
"MACKEREL, SPANISH","3840","Spanish Mackerel","Mackerel, Spanish"
"GULF SIERRA","3841",,
"SARDINE, SPANISH","3870","Spanish Sardine","Sardine, Spanish"
"NILE PERCH","3900",,
"BARRAMUNDI","3910",,
"MOONFISH, ATLANTIC","3950","Atlantic Moonfish","Other marine finfishes"
"SPEARFISHES","4000","Spearfishes","Spearfishes (billfishes)"
"SPEARFISH, ROUNDSCALE","4009","Spearfish,Roundscale","Spearfishes (billfishes)"
"SPEARFISH, LONGBILL","4010","Spearfish,Longbill","Spearfishes (billfishes)"
"SPLITTAIL","4030","Splittail","Other marine finfishes"
"SPOT","4060","Spot","Spot"
"SQUAWFISHES","4090","Squawfishes","Other freshwater finfishes"
"SQUIRRELFISHES","4120","Squirrelfishes","Other marine finfishes"
"TROUT, RAINBOW","4150","Trout,Rainbow (steelhead)","Trout, Rainbow (steelhead)"
"BASS, STRIPED","4180","Striped Bass,Unc","Striped Bass"
"BASS, STRIPED","4181","Striped Bass,Lg","Striped Bass"
"BASS, STRIPED","4182","Striped Bass,Md","Striped Bass"
"BASS, STRIPED","4183","Striped Bass,Sm","Striped Bass"
"STURGEONS","4211","Sturgeons,Unc","Other freshwater finfishes"
"STURGEON, SHOVELNOSE","4212","Sturgeon,Shovelnose","Other freshwater finfishes"
"STURGEON, GREEN","4213","Sturgeon,Green","Other freshwater finfishes"
"STURGEON, WHITE","4214","Sturgeon,White","Other freshwater finfishes"
"STURGEON, SHORTNOSE","4215","Sturgeon,Shortnose","Other freshwater finfishes"
"STURGEON, ATLANTIC","4216","Sturgeon,Atlantic","Other freshwater finfishes"
"STURGEON, ATLANTIC","4216","Sturgeon,Atlantic","Other freshwater finfishes"
"SUCKERS","4230","Suckers","Other freshwater finfishes"
"SUNFISHES","4260","Sunfishes","Other freshwater finfishes"
"OCEAN SUNFISH","4263","Sunfish, Ocean","Other marine finfishes"
"MOLA, SHARPTAIL","4264",,
"SURGEONFISHES","4265","Surgeonfishes (tangs)","Other marine finfishes"
"PUFFERS","4290","Swellfishes (puffers)","Other marine finfishes"
"PUFFERS","4290","Swellfishes (puffers)","Other marine finfishes"
"SWORDFISH","4320","Swordfish","Swordfish"
"SWORDFISH","4320","Swordfish","Swordfish"
"SWORDFISH","4320","Swordfish","Swordfish"
"SWORDFISH","4320","Swordfish","Swordfish"
"SWORDFISH","4320","Swordfish","Swordfish"
"SWORDFISH","4320","Swordfish","Swordfish"
"SWORDFISH","4320","Swordfish","Swordfish"
"SWORDFISH","4320","Swordfish","Swordfish"
"SWORDFISH","4320","Swordfish","Swordfish"
"TARPON","4350","Tarpon","Other marine finfishes"
"TAUTOG","4380","Tautog","Other marine finfishes"
"LADYFISH","4410","Tenpounder (Ladyfish)","Tenpounder (Ladyfish)"
"TARPON, HAWAIIAN","4411","Tenpounder (Tarpon, Hawaiian)","Other marine finfishes"
"MACKEREL, CHUB","4440","Thimble-eye (Chub) Mackerel","Mackerel, Chub"
"THREADFINS","4450","Threadfin","Other marine finfishes"
"TILAPIAS","4460","Tilapias","Other freshwater finfishes"
"TILEFISH","4470","Tilefish","Tilefish"
"TILEFISH","4470","Tilefish","Tilefish"
"TILEFISH","4471","Tilefish,Large","Tilefish"
"TILEFISH, GOLDFACE","4472","Tilefish,Goldface","Tilefish"
"TILEFISH","4473","Tilefish,Small","Tilefish"
"TILEFISH, BLUELINE","4474","Tilefish,Blueline","Tilefish"
"TILEFISH","4475","Tilefish,Medium","Tilefish"
"TILEFISH, BLACKLINE","4476","Tilefish,Blackline","Tilefish"
"TILEFISH","4477",,
"TILEFISH, SAND","4478","Tilefish,Sand","Tilefish"
"TILEFISH, ANCHOR","4479","Tilefish,Anchor","Tilefish"
"TILEFISHES","4480","Tilefish,Unc","Tilefish"
"TOADFISHES","4500","Toadfishes","Other marine finfishes"
"TOMCOD, ATLANTIC","4530","Tomcod,At","Other marine finfishes"
"TOMCOD, PACIFIC","4531","Tomcod,Pa","Other marine finfishes"
"LEATHERJACKETS","4560","Triggerfishes","Other marine finfishes"
"TRIGGERFISH, GRAY","4561","Triggerfish,Gray","Other marine finfishes"
"TRIGGERFISH, OCEAN","4562","Triggerfish,Ocean","Other marine finfishes"
"TRIGGERFISH, QUEEN","4563","Triggerfish,Queen","Other marine finfishes"
"TRIPLETAIL","4590","Tripletail","Other marine finfishes"
"HERRING, LAKE OR CISCO","4620","Tulibee (cisco, lake herring)","Other freshwater finfishes"
"TUNA, ALBACORE","4651","Tuna,Albacore","Tuna, Albacore"
"TUNA, ALBACORE","4651","Tuna,Albacore","Tuna, Albacore"
"TUNA, ALBACORE","4651","Tuna,Albacore","Tuna, Albacore"
"TUNA, BLUEFIN","4652","Tuna,Bluefin,Unc","Tuna, Bluefin"
"TUNA, BLUEFIN","4652","Tuna,Bluefin,Unc","Tuna, Bluefin"
"TUNA, LITTLE TUNNY","4653","Tuna,Little","Tuna, Little"
"TUNA, LITTLE TUNNY","4653","Tuna,Little","Tuna, Little"
"TUNA, SKIPJACK","4654","Tuna,Skipjack","Tuna, Skipjack"
"TUNA, SKIPJACK","4654","Tuna,Skipjack","Tuna, Skipjack"
"TUNA, YELLOWFIN","4655","Tuna,Yellowfin","Tuna, Yellowfin"
"TUNA, YELLOWFIN","4655","Tuna,Yellowfin","Tuna, Yellowfin"
"TUNA, YELLOWFIN","4655","Tuna,Yellowfin","Tuna, Yellowfin"
"TUNAS","4656","Tuna,Unc","Tuna, other"
"TUNAS","4656","Tuna,Unc","Tuna, other"
"TUNA, BIGEYE","4657","Tuna,Big Eye","Tuna, Bigeye"
"TUNA, BIGEYE","4657","Tuna,Big Eye","Tuna, Bigeye"
"TUNA, BIGEYE","4657","Tuna,Big Eye","Tuna, Bigeye"
"TUNA, BLACKFIN","4658","Tuna,Blackfin","Tuna, other"
"TUNA, BLACKFIN","4658","Tuna,Blackfin","Tuna, other"
"TUNA, KAWAKAWA","4659","Tuna,Kawakawa","Tuna, other"
"TUNA, BLACK SKIPJACK","4660","Skipjack, Black","Tuna, other"
"TUNA, LONGTAIL","4661","Tuna,Longfin","Tuna, other"
"TUNA, BLUEFIN","4671","Tuna,Bluefin,Giants","Tuna, Bluefin"
"TUNA, BLUEFIN","4672","Tuna,Bluefin,School","Tuna, Bluefin"
"TUNA, BLUEFIN","4673","Tuna,Bluefin,Young School","Tuna, Bluefin"
"TUNA, BLUEFIN","4674","Tuna,Bluefin,Medium","Tuna, Bluefin"
"TUNA, BLUEFIN PACIFIC","4675",,
"HALIBUT, GREENLAND","4679","Greenland Turbot","Flounder, Pacific, other"
"FLOUNDER, ARROWTOOTH","4680","Turbot (Arrowtooth Flounder)","Flounder, Pacific, other"
"FLOUNDERS, RIGHTEYE","4681","Turbots,Unc","Flounder, Pacific, other"
"TURBOT, SPOTTED","4682","Turbot,Spotted","Flounder, Pacific, other"
"TURBOT, HORNYHEAD","4683","Turbot,Hornyhead","Flounder, Pacific, other"
"TURBOT, DIAMOND","4684","Turbot,Diamond","Flounder, Pacific, other"
"WAHOO","4710","Wahoo","Other marine finfishes"
"GROUPER, WARSAW","4740","Warsaw","Groupers"
"CARP, GRASS","4800","Grass Carp (White Amur)","Other freshwater finfishes"
"BASS, WHITE","5000","White Bass,Fw","Other freshwater finfishes"
"WHITEFISH, LAKE","5031","Whitefish,Lake","Whitefish, Lake"
"WHITEFISH, ROUND","5035","Whitefish,Menominee","Other freshwater finfishes"
"WHITEFISH, OCEAN","5040","Whitefish,Ocean","Tilefish"
"PERCH, WHITE","5060","White Perch","Other marine finfishes"
"HAKE, SILVER (OFFSHORE MIXED)","5070","Hake,silver/offshore silver mixed","Hake, Silver (At.whiting)"
"HAKE, OFFSHORE SILVER","5080","Hake,offshore silver, unc","Hake, Silver (At.whiting)"
"HAKE, OFFSHORE SILVER","5081","Hake,offshore silver, large","Hake, Silver (At.whiting)"
"HAKE, OFFSHORE SILVER","5082","Hake,offshore silver, small","Hake, Silver (At.whiting)"
"HAKE, OFFSHORE SILVER","5082","Hake,offshore silver, small","Hake, Silver (At.whiting)"
"HAKE, SILVER","5090","Whiting,Unc","Hake, Silver (At.whiting)"
"HAKE, SILVER","5090","Whiting,Unc","Hake, Silver (At.whiting)"
"HAKE, SILVER","5091","Whiting,Lg","Hake, Silver (At.whiting)"
"HAKE, SILVER","5092","Whiting,Sm","Hake, Silver (At.whiting)"
"WOLFFISH, ATLANTIC","5120","Wolffish,At","Wolffish, Atlantic"
"WOLF-EEL","5126","Wolffishes,Pa","Other marine finfishes"
"WRECKFISH","5131","Wreckfish","Other marine finfishes"
"BASS, YELLOW","5150","Yellow Bass","Other freshwater finfishes"
"PERCH, YELLOW","5170","Yellow Perch","Yellow Perch"
"WALLEYE","5190","Yellow Pike","Other freshwater finfishes"
"YELLOWTAIL JACK","5230","Yellowtail,Pa","Other marine finfishes"
"FINFISHES, UNC FOR FOOD","5260","Finfishes,Unc For Food","Other marine finfishes"
"FINFISHES, UNC GENERAL","5261","Finfishes,Unc,Gen","Other marine finfishes"
"FINFISHES, UNC SPAWN","5265","Finfishes,Unc,Spawn","Other marine finfishes"
"FINFISHES, GROUNDFISHES, OTHER","5270","Groundfishes, Other","Other marine finfishes"
"FINFISHES, PELAGIC, OTHER","5272","Finfishes,Pelagic,Other","Other marine finfishes"
"FINFISHES, MARINE, ORNAMENTAL","5275","Finfishes,Marine,Other","Other marine finfishes"
"FINFISHES, UNC BAIT AND ANIMAL FOOD","5290","Finfishes,Unc,Bait,An. Food","Other marine finfishes"
"FINFISHES, FW, OTHER","5300","Fishes,Fw,Other","Other freshwater finfishes"
"FINFISHES, ANADROMUS","5325","Fishes,Anadromous,Unc,Gen","Other marine finfishes"
"FINFISHES, MARINE, OTHER","5350","Fish, Marine Other","Other marine finfishes"
"CATFISHES & BULLHEADS","5510",,
"TROUT, BROWN","5530",,
"TROUT, BROOK","5531",,
"TROUT, RAINBOW","5532",,
"SALMON, CHINOOK","5580",,
"SALMON, CHUM","5581",,
"SALMON, PINK","5582",,
"SALMON, SOCKEYE","5583",,
"SALMON, COHO","5584",,
"TROUT, CUTTHROAT","5585",,
"SALMON, ATLANTIC","5586",,
"TROUTS","5587",,
"SHRIMP, BRINE","6000","Brine Shrimp Eggs","Other shellfish"
"CRAB, BLUE","7000","Crabs,Blue,Hard","Crab, Blue, Hard"
"CRAB, BLUE","7001","Crabs,Blue,Hard #1","Crab, Blue, Hard"
"CRAB, BLUE","7002","Crabs,Blue,Hard #2","Crab, Blue, Hard"
"CRAB, BLUE","7003","Crabs,Blue,Hard #3","Crab, Blue, Hard"
"CRAB, BLUE, PEELER","7028","Crab,Blue,Peeler","Crab, Blue, Soft & Peeler"
"CRAB, BLUE, SOFT","7029","Crab,Blue,Soft","Crab, Blue, Soft & Peeler"
"CRAB, BLUE, SOFT AND PEELER","7030","Crab,Blue,Soft And Peeler","Crab, Blue, Soft & Peeler"
"CRAB, DUNGENESS","7060","Crab,Dungeness","Crab, Dungeness"
"CRAB, GREEN","7080","Crab,Green","Crab, other"
"CRAB, HAIR","7082","Crab,Hair (Proc.prod.)","Crab, other"
"CRAB, KING","7090","Crab,King","Crab, King"
"CRAB, GOLDEN KING","7091","Crab,King","Crab, King"
"CRAB, DEEPSEA RED","7100","Crab,Red","Crab, other"
"CRAB, RED PA","7101",,
"CRAB, DEEPSEA GOLDEN","7102","Crab,Golden","Crab, other"
"CRAB, JONAH","7110","Crab,Jonah","Crab, Jonah"
"CRAB, JONAH","7111","Crab,Jonah(Claws)","Crab, Jonah"
"CRAB, ATLANTIC ROCK","7120","Crab,At,Rock","Crab, other"
"CRAB, ATLANTIC ROCK CLAWS","7121","Crab,At,Rock(Claws)","Crab, other"
"CRAB, CANCER","7140","Crab,Cancer","Crab, other"
"CRAB, CANCER","7141","Crab,Cancer(Claws)","Crab, other"
"CRAB, RED ROCK","7150","Crab,Pa,Rock","Crab, other"
"CRAB, FLORIDA STONE CLAWS","7176","Crab,Stone (small claws)","Crab, other"
"CRAB, FLORIDA STONE CLAWS","7177","Crab,Stone (medium claws)","Crab, other"
"CRAB, FLORIDA STONE CLAWS","7178","Crab,Stone (large claws)","Crab, other"
"CRAB, FLORIDA STONE CLAWS","7179","Crab,Stone (jumbo claws)","Crab, other"
"CRAB, FLORIDA STONE CLAWS","7180","Crab, Stone (unc claws)","Crab, other"
"CRAB, SNOW","7183","Crab,Snow, Opilio","Crab, Snow"
"CRAB, SOUTHERN TANNER","7184","Crab,Tanner,Bairdi","Crab, Tanner"
"CRAB, SNOW/TANNER","7185","Crab,Snow (tanner)","Crab, other"
"CRAB, SPIDER","7187","Crab,Spider","Crab, other"
"CRABS","7190","Crab,Unc","Crab, other"
"CRAYFISHES OR CRAWFISHES","7210","Crawfish,Fw","Crawfish, freshwater"
"CRAB, HORSESHOE","7240","Horseshoe Crab","Horseshoe crab"
"LOBSTER, AMERICAN","7270","Lobster,American,Unc","Lobster, American"
"LOBSTER, AMERICAN","7270","Lobster,American,Unc","Lobster, American"
"LOBSTER, AMERICAN","7270","Lobster,American,Unc","Lobster, American"
"LOBSTER, AMERICAN","7270","Lobster,American,Unc","Lobster, American"
"LOBSTER, AMERICAN","7270","Lobster,American,Unc","Lobster, American"
"LOBSTER, AMERICAN","7270","Lobster,American,Unc","Lobster, American"
"LOBSTER, AMERICAN","7272","Lobster,American,Sm","Lobster, American"
"LOBSTER, AMERICAN","7273","Lobster,American,Select","Lobster, American"
"LOBSTER, AMERICAN","7274","Lobster,American,Lg","Lobster, American"
"LOBSTER, AMERICAN","7275","Lobster,American,Jumbo","Lobster, American"
"LOBSTER, SLIPPER","7280","Lobster,Slipper(Bulldozer)","Other shellfish"
"LOBSTER, BANDED SPINY","7298","Lobster, Banded Spiny","Other shellfish"
"LOBSTER, CARIBBEAN SPINY","7300","Lobsters,Spiny","Lobster, Spiny"
"LOBSTER, CARIBBEAN SPINY","7301","Lobsters,Spiny","Lobster, Spiny"
"SHRIMP, BRINE","7302","Shrimp,Brine","Other shellfish"
"SHRIMP, GHOST","7303","Sand Shrimp","Other shellfish"
"SHRIMP, BLUE MUD","7304","Sand (Mud) Shrimp","Other shellfish"
"SHRIMP, FW","7305","Shrimp,Fw","Other shellfish"
"SHRIMP, BROWN","7310","Shrimp,At & Gf,Brown","Shrimp"
"SHRIMP, PINK","7320","Shrimp,At & Gf,Pink","Shrimp"
"SHRIMP, PINKSPOT","7321","Shrimp,At & Gf,Pinkspot","Shrimp"
"SHRIMP, ROCK","7325","Shrimp,Rock","Shrimp"
"SHRIMP, ROYAL RED","7330","Shrimp,At & Gf,Royal Red","Shrimp"
"SHRIMP, SEABOB","7338","Shrimp,At & Gf,Sea Bobs","Shrimp"
"SHRIMP,ATLANTIC & GULF,ROUGHNECK","7339","Shrimp,At & Gulf Roughneck","Shrimp"
"SHRIMP, WHITE","7340","Shrimp,At & Gf, White","Shrimp"
"SHRIMP, PINK-SPECKLED","7350","Shrimp,Pink-speckled","Shrimp"
"SHRIMP, SCARLET","7355","Shrimp,Scarlet","Shrimp"
"SHRIMP, MARINE, OTHER","7360","Shrimp,At & Gf,Marine,Unc","Shrimp"
"SHRIMP, BAY","7370","Shrimp,Pa,Bay","Shrimp"
"SHRIMP, COONSTRIPE","7373","Shrimp,Coonstripe","Shrimp"
"SHRIMP, SIDESTRIPE","7374","Shrimp,Sidestripe","Shrimp"
"SHRIMP, OCEAN","7375","Shrimp,Pa,Ocean","Shrimp"
"SHRIMP, GHOST","7376","Shrimp,Ghost","Other shellfish"
"SHRIMP, PACIFIC ROCK","7377","Shrimp,Ridgeback","Shrimp"
"SHRIMP, SPOT","7378","Shrimp,Spot","Shrimp"
"SHRIMP, PENAEID","7380","Shrimp,Pa,Unc","Shrimp"
"SHRIMP, MARINE, OTHER","7381","Shrimp,Marine,Other","Shrimp"
"MANTIS SHRIMPS","7385","Mantis Shrimp","Other shellfish"
"ABALONES","7390","Abalone,Unc","Other shellfish"
"ABALONE, THREADED","7391","Abalone,Threaded","Other shellfish"
"ABALONE, PINTO","7392","Abalone,Pinto","Other shellfish"
"ABALONE, RED","7393","Abalone,Red","Other shellfish"
"ABALONE, BLACK","7394","Abalone,Black","Other shellfish"
"ABALONE, PINK","7395","Abalone,Pink","Other shellfish"
"ABALONE, GREEN","7396","Abalone,Green","Other shellfish"
"ABALONE, FLAT","7397","Abalone,Flat","Other shellfish"
"ABALONE, WHITE","7398","Abalone,White","Other shellfish"
"LOBSTER, CALIFORNIA SPINY","7399","Lobster,Cal. Spiny","Lobster, Spiny"
"COCKLE, NUTTALL","7420","Clams,Pa,Cockle","Clams, other"
"CLAM, ARC, BLOOD","7430","Clam,Blood Arc","Clams, other"
"CLAM, VARIABLE COQUINA","7450","Clam,Coquina","Clams, other"
"CLAM, QUAHOG","7471","Clam,Button","Clam, Quahog (hard)"
"CLAM, QUAHOG","7472","Clam,At,Littleneck","Clam, Quahog (hard)"
"CLAM, QUAHOG","7473","Clam,At,Middleneck","Clam, Quahog (hard)"
"CLAM, QUAHOG","7474","Clam,At,Topnecks","Clam, Quahog (hard)"
"CLAM, QUAHOG","7475","Clam,Cherry","Clam, Quahog (hard)"
"CLAM, QUAHOG","7476","Clam,Chowder","Clam, Quahog (hard)"
"CLAM, QUAHOG","7480","Clams,Inshore,Hard,Public","Clam, Quahog (hard)"
"CLAM, QUAHOG","7480","Clams,Inshore,Hard,Public","Clam, Quahog (hard)"
"CLAM, QUAHOG","7480","Clams,Inshore,Hard,Public","Clam, Quahog (hard)"
"CLAM, QUAHOG","7480","Clams,Inshore,Hard,Public","Clam, Quahog (hard)"
"CLAM, BUTTER","7483","Clam,Pa,Butter","Clams, other"
"CLAM, PACIFIC, GAPER","7484","Clam,Pa,Gaper Horse","Clams, other"
"CLAM, PACIFIC LITTLENECK","7486","Clam,Pa,Littleneck","Clams, other"
"CLAM, NORTHERN QUAHOG","7488","Clam,Northern Quahog,Unc","Clam, Quahog (hard)"
"CLAM, MANILA","7489","Clam,Pa,Manila","Clam, Manila"
"CLAM, QUAHOG","7490","Clam,Offshore,Hard,Public","Clam, Quahog (hard)"
"CLAM, PACIFIC GEODUCK","7500","Clam,Geoduck","Clam, Geoduck"
"CLAM, QUAHOG","7510","Clam,Hard, Private","Clam, Quahog (hard)"
"CLAM, QUAHOG","7510","Clam,Hard, Private","Clam, Quahog (hard)"
"CLAM, QUAHOG","7510","Clam,Hard, Private","Clam, Quahog (hard)"
"CLAM, QUAHOG","7510","Clam,Hard, Private","Clam, Quahog (hard)"
"CLAM, SUNRAY VENUS","7520","Clam,Sunray Venus","Clams, other"
"CLAM, OCEAN QUAHOG","7540","Clam, Ocean Quahog","Clam, Ocean Quahog"
"CLAM, PISMO","7570","Clam,Pismo","Clams, other"
"CLAM, ATLANTIC RANGIA","7590","Clam,Rangia","Clams, other"
"CLAM, ATLANTIC JACKKNIFE","7600","Clam,Razor","Clams, other"
"CLAM, PACIFIC RAZOR","7605","Clam,Razor,Pa","Clams, other"
"CLAM, ROSY JACKKNIFE","7610","Clam,Rosy Jackknife","Clams, other"
"CLAM, SOFTSHELL","7630","Clam,Soft,Public","Clam, Softshell"
"CLAM, SOFTSHELL","7640","Clam,Soft,Private","Clam, Softshell"
"CLAM, ARCTIC SURF (STIMPSON)","7650","Clam,Stimpson","Clams, other"
"CLAM, ATLANTIC SURF","7690","Clams,Surf","Clam, Surf"
"CLAMS OR BIVALVES","7720","Clams,Unc","Clams, other"
"CLAM, CALIFORNIA JACKKNIFE","7721","Clam,Cal.,Jackknife","Clams, other"
"SNAILS (CONCHS)","7750","Snails(Conchs)","Conch (snails)"
"WHELK, KNOBBED","7751","Whelk,Knobbed","Conch (snails)"
"WHELK, LIGHTNING","7752","Whelf,Lightning","Conch (snails)"
"WHELK, CHANNELED","7753","Whelk,Channeled","Conch (snails)"
"LIMPETS","7780","Limpets","Other shellfish"
"MUSSEL, BLUE","7810","Mussels,Sea","Mussels"
"MUSSEL, CALIFORNIA","7811","Mussels,Calif.","Mussels"
"MUSSELS, FW","7830","Mussels,Mussels Shells,Fw","Other shellfish"
"MUSSELS, FW","7831","Mussels,Fw,Pearls&slugs","Other shellfish"
"OCTOPUS","7860","Octopus","Other shellfish"
"CUTTLEFISHES","7870",,
"OYSTER, EASTERN","7890","Oyster,Eastern,Mkt,Public","Oysters"
"OYSTER, EASTERN","7891","Oyster,Eastern,Mkt,Pbl,Spr","Oysters"
"OYSTER, EASTERN","7892","Oyster,East.,Mkt,Pbl,Fall","Oysters"
"OYSTER, EASTERN PUBLIC SEED","7893","Oyster,East.,Mkt,Pbl,,Seed","Other shellfish"
"OYSTER, EASTERN PRIVATE SEED","7894","Oyster,East.,Mkt,Seed,Priv.","Other shellfish"
"OYSTER, EASTERN","7895","Oyster,East.,Mkt,Priv.,Spr","Oysters"
"OYSTER, EASTERN","7896","Oyster,East.,Mkt,Priv.,Fall","Oysters"
"OYSTER, EASTERN","7897","Oyster,East.,Mkt,Unc,Spr.","Oysters"
"OYSTER, EASTERN","7898","Oyster,East.,Mkt,Unc,Fall","Oysters"
"OYSTER, EASTERN","7899","Oyster,East. All Categories Cmbd","Oysters"
"OYSTER, SUMINOE","7910",,
"OYSTER, PACIFIC","7920","Oyster,Pa","Oysters"
"OYSTER, EUROPEAN FLAT","7921","Oyster,European Flat","Oysters"
"OYSTER, KUMAMOTO","7922","Oyster,Kumamoto","Oysters"
"OYSTER, OLYMPIA","7950","Oyster,Olympia","Oysters"
"PERIWINKLES","7980","Periwinkles Or Cockles,At","Other shellfish"
"SCALLOP, BAY","8001","Scallop,Bay","Scallop, Bay"
"SCALLOP, CALICO","8005","Scallop,Calico","Scallop, Calico"
"SCALLOP, ICELAND","8007","Scallop,Icelandic Sea","Other shellfish"
"SCALLOP, SEA","8009","Scallop,Sea","Scallop, Sea"
"SCALLOP, WEATHERVANE","8011","Scallop,Weathervane","Other shellfish"
"SCALLOP, SPINY","8013","Scallop,Spiny","Other shellfish"
"SCALLOPS","8015","Scallop,Unid.","Other shellfish"
"SQUIDS","8030","Squids,Unc","Squid, unclassified"
"SQUID, NORTHERN SHORTFIN","8031","Squid,Short-finned","Squid, Atlantic, Illex"
"SQUID, NORTHERN SHORTFIN","8031","Squid,Short-finned","Squid, Atlantic, Illex"
"SQUID, NORTHERN SHORTFIN","8031","Squid,Short-finned","Squid, Atlantic, Illex"
"SQUID, NORTHERN SHORTFIN","8031","Squid,Short-finned","Squid, Atlantic, Illex"
"SQUID, NORTHERN SHORTFIN","8031","Squid,Short-finned","Squid, Atlantic, Illex"
"SQUID, LONGFIN","8032","Squid,Long Finned","Squid, Atlantic, Loligo"
"SQUID, LONGFIN","8032","Squid,Long Finned","Squid, Atlantic, Loligo"
"SQUID, LONGFIN","8032","Squid,Long Finned","Squid, Atlantic, Loligo"
"SQUID, LONGFIN","8032","Squid,Long Finned","Squid, Atlantic, Loligo"
"SQUID, LONGFIN","8032","Squid,Long Finned","Squid, Atlantic, Loligo"
"SQUID, LONGFIN","8032","Squid,Long Finned","Squid, Atlantic, Loligo"
"SQUID, CALIFORNIA MARKET","8033","Squid,Cal. Market","Squid, Pacific, Loligo"
"SQUID, JUMBO","8034","Squid,Jumbo Market","Squid, unclassified"
"SQUID, GIANT","8035",,
"MOLLUSKS","8040","Mollusks,Unc","Other shellfish"
"SEA URCHINS","8050","Sea Urchins","Sea Urchin"
"ECHINODERM","8055","Echinoderm","Other shellfish"
"TURTLE, TERRAPIN","8081","Terrapin","Other shellfish"
"SEA CUCUMBER","8085","Trepang (Sea Cucumber)","Other shellfish"
"SEA SQUIRTS","8090","Tunicate","Other shellfish"
"FROGS","8140","Frogs","Other shellfish"
"JELLYFISH","8145","Jellyfish,Unc","Other shellfish"
"CORALS","8160","Corals","Other shellfish"
"SEAWEED, IRISH MOSS","8171","Seaweed,Irish Moss","Seaweed, unclassified"
"SEAWEED, KELP","8172","Seaweed,Kelp","Seaweed, unclassified"
"SEAWEED, ROCKWEED","8173","Seaweed,Rockweed","Seaweed, unclassified"
"SEAWEEDS","8178","Seaweed,Unc","Seaweed, unclassified"
"HERRING, PACIFIC, ROE ON KELP","8179","Seaweed,Kelp W/herr.","Kelp (with herring eggs)"
"SPONGES","8200","Sponges (Proc.prod.)","Other shellfish"
"SPONGE, GLOVE","8201","Sponge,Glove","Other shellfish"
"SPONGE, GRASS","8202","Sponges,Grass","Other shellfish"
"SPONGE, SHEEPSWOOL","8203","Sponges,Sheepswool","Other shellfish"
"SPONGE, WIRE","8204","Sponges,Wire","Other shellfish"
"SPONGE, YELLOW","8205","Sponges,Yellow","Other shellfish"
"BLOODWORMS","8230","Bloodworms","Worms, Blood & Sand"
"SANDWORMS","8250","Sandworms","Worms, Blood & Sand"
"MARINE WORM","8260","Marine Worm","Worms, Blood & Sand"
"STARFISH","8280","Starfish","Other shellfish"
"WHALES","9001",,
"WHALES","9002",,
"WHALES","9003",,
"WHALES","9006",,
"ALLIGATOR, AMERICAN","9007",,
"WHALES","9008",,
"MAMMALS, AQUATIC","9010",,
"SEAL, NORTHERN FUR","9030",,
"SHELLFISH","9106","Shellfish,Sw,Unc","Other shellfish"
"PENAEID SHRIMP","9560",,
"SHELLFISH","9990","Shellfish, Other","Other shellfish"
"SHELLFISH,UNCLASSIFIED,MARINE,ORNAMENTAL","9993",,
"LIVE ROCK,ORNAMENTAL AQUACULTURE","9994",,
